EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
359386,MEADE CO.,GUSTON,03/02/2012,1602,Tornado, ,EF0,0,0,2000,0,KY,EST-5, ,60206,C,163,LMK,0,0,NWS Storm Survey, ,0.65,30,1,W,0,WNW,GUSTON,03/02/2012,1603,37.8815,-86.2367,37.8816,-86.2248,"This weak EF-0 tornado was photographed from Ekron, looking southwestward.  It touched down around 1 mile west of the intersection of Routes 60 and 428. It blew out a porch off the side of a house and damaged a sign of a business along Route 60. Damage was consistent with 75 mph winds.","A surface Low over Missouri early in the afternoon of March 2nd strengthened to below 990mb as it moved north into Michigan by the evening hours. Around dawn, a warm front moved north of the Ohio River.  Scattered strong storms developed along this front across northern Kentucky, bringing several reports of dime sized hail.  By mid afternoon, the combination of strong wind shear, temperatures rising to the upper 70s and over 2000 Joules/kg of CAPE led to the development of numerous supercells.  Several of these storms produced tornadoes not only in north central Kentucky, but later in the evening across eastern Kentucky. Large hail was common, with several reports of baseball sized hail that damaged automobiles and roofs.",66
359380,WARREN CO.,ALVATON,03/02/2012,1605,Tornado, ,EF1,0,0,50000,0,KY,CST-6, ,60206,C,227,LMK,0,0,NWS Storm Survey, ,0.49,60,2,E,2,WSW,BAYFORK,03/02/2012,1607,36.8685,-86.3141,36.8706,-86.3057,"A supercell thunderstorm that earlier caused straight line wind damage to Simpson County brought golf ball sized hail that penetrated siding on numerous houses near Alvaton.  A tornado touched down just east of Alvaton along State Highway 961. It destroyed a barn and tool shed along a one half mile track just along the north side of State Highway 961.","A surface Low over Missouri early in the afternoon of March 2nd strengthened to below 990mb as it moved north into Michigan by the evening hours. Around dawn, a warm front moved north of the Ohio River.  Scattered strong storms developed along this front across northern Kentucky, bringing several reports of dime sized hail.  By mid afternoon, the combination of strong wind shear, temperatures rising to the upper 70s and over 2000 Joules/kg of CAPE led to the development of numerous supercells.  Several of these storms produced tornadoes not only in north central Kentucky, but later in the evening across eastern Kentucky. Large hail was common, with several reports of baseball sized hail that damaged automobiles and roofs.",67
360513,HENRY CO.,PORT ROYAL,03/02/2012,1612,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,60206,C,103,LMK,0,0,Airplane Pilot, ,0.25,40,1,WNW,1,WNW,PORT ROYAL,03/02/2012,1613,38.5565,-85.1058,38.557,-85.1011,"An aerial survey found a narrow path of twisted and downed trees next to a field. The circulation path was quite narrow and was consistent with an EF-1 tornado with estimated winds of 90 mph.  The tornado touched down and lifted approximately one quarter mile east of Port Royal-English Road.","A surface Low over Missouri early in the afternoon of March 2nd strengthened to below 990mb as it moved north into Michigan by the evening hours. Around dawn, a warm front moved north of the Ohio River.  Scattered strong storms developed along this front across northern Kentucky, bringing several reports of dime sized hail.  By mid afternoon, the combination of strong wind shear, temperatures rising to the upper 70s and over 2000 Joules/kg of CAPE led to the development of numerous supercells.  Several of these storms produced tornadoes not only in north central Kentucky, but later in the evening across eastern Kentucky. Large hail was common, with several reports of baseball sized hail that damaged automobiles and roofs.",68
369205,GRANT CO.,CRITTENDEN,03/02/2012,1623,Tornado, ,EF3,0,0,500000,0,KY,EST-5, ,61698,C,81,ILN,0,0,NWS Storm Survey, ,1.33,880,2,WNW,1,NNW,CRITTENDEN,03/02/2012,1624,38.791,-84.633,38.796,-84.6092,"The tornado touched down in Grant County at 1623 EST, causing low to mid EF3 damage specifically in the Harvesters Subdivision. This damage occurred at the west end of Barley Circle. Most of the damage in the rest of the subdivision was EF1 to EF2. Based on the damage surveyed, the maximum wind speed of this tornado while in Grant County was estimated at 145 miles per hour. After traveling 1.33 miles on the ground in Grant County, the tornado then crossed into Kenton County at 1624 EST. Immediately as the tornado crossed west to east of Interstate 75, it strengthened to EF4 level. Five single family homes were destroyed down to their foundations in this area, with at least two of these homes having strapping or bolting to their foundations. The EF4 damage continued to the north end of Lexington Pike, where 2 homes and multiple outbuildings were completely destroyed. Both homes were brick structures with foundation bolting or strapping. The EF4 winds continued across Route 25 and ended near the Bagby Road area. At least 2 vehicles were carried, with one carried over 1800 feet. Trees were stripped of nearly all branches, with much of the bark also stripped. All 4 fatalities with this tornado occurred within the area of EF4 damage. As the tornado headed further to the east northeast, high end EF3 damage continued through other properties along Bagby Road, to Carlisle, Parker Grove, and Paxton Roads. Numerous double and single wide homes were destroyed, with both brick and siding structures left with collapsed exterior walls and either all or a large percentage of the roof removed. The tornado continued the east northeast path into southeast Kenton County, to the Licking River near Morning View. Damage in the Morning View area was consistent with EF1 to EF2 damage to near the Campbell County line, where the tornado lifted at 1632 EST after traveling 8.52 miles in Kenton County. Based on the damage surveyed, the maximum wind speed from this tornado while in Kenton County was estimated at 175 miles per hour. This storm produced an earlier tornado in southern Indiana. Debris, possibly from that tornado, was later observed falling from the sky across Boone County, Kentucky.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats. Isolated flooding also became possible due to the intense rainfall.",69
369180,OWEN CO.,NEW LIBERTY,03/02/2012,1624,Tornado, ,EF2,0,3,320000,0,KY,EST-5, ,61698,C,187,ILN,0,0,NWS Storm Survey, ,5.4,150,1,SSE,2,NE,LONG RIDGE,03/02/2012,1629,38.6,-84.89,38.6,-84.79,"The tornado touched down north of Owenton initially near a farm south of Highway 227, where minor damage to a barn and house were observed. The tornado continued east to near the intersection of Todd Road and Highways 127, 36, and 227 where the EF2 damage occurred. This damage included a house that had complete removal of the roof and partial exterior wall collapse. Numerous barns in the area were also completely destroyed. Power poles and trees were snapped, as well as a semi trailer overturned. The tornado then continued east across Kemper Lane where more barns were destroyed and numerous groves of trees were uprooted and snapped. The tornado lifted just east of Jonesville Road.  This location is approximate due to inaccessible terrain. Damage in the area of Jonesville Road consisted of minor damage to outbuildings, tree damage, and minor removal of roofing material. Based on the damage survey, the maximum wind speed of this tornado was estimated to be 125 miles per hour.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats. Isolated flooding also became possible due to the intense rainfall.",70
369474,KENTON CO.,BRACHT,03/02/2012,1624,Tornado, ,EF4,4,8,20000000,0,KY,EST-5, ,61698,C,117,ILN,0,0,NWS Storm Survey, ,8.52,880,2,SW,1,SSW,MORNING VIEW,03/02/2012,1632,38.796,-84.6092,38.8209,-84.4541,"The tornado touched down in Grant County at 1623 EST, causing low to mid EF3 damage specifically in the Harvesters Subdivision. This damage occurred at the west end of Barley Circle. Most of the damage in the rest of the subdivision was EF1 to EF2. Based on the damage surveyed, the maximum wind speed of this tornado while in Grant County was estimated at 145 miles per hour. After traveling 1.33 miles on the ground in Grant County, the tornado then crossed into Kenton County at 1624 EST. Immediately as the tornado crossed west to east of Interstate 75, it strengthened to EF4 level. Five single family homes were destroyed down to their foundations in this area, with at least two of these homes having strapping or bolting to their foundations. The EF4 damage continued to the north end of Lexington Pike, where 2 homes and multiple outbuildings were completely destroyed. Both homes were brick structures with foundation bolting or strapping. The EF4 winds continued across Route 25 and ended near the Bagby Road area. At least 2 vehicles were carried, with one carried over 1800 feet. Trees were stripped of nearly all branches, with much of the bark also stripped. All 4 fatalities with this tornado occurred within the area of EF4 damage. As the tornado headed further to the east northeast, high end EF3 damage continued through other properties along Bagby Road, to Carlisle, Parker Grove, and Paxton Roads. Numerous double and single wide homes were destroyed, with both brick and siding structures left with collapsed exterior walls and either all or a large percentage of the roof removed. The tornado continued the east northeast path into southeast Kenton County, to the Licking River near Morning View. Damage in the Morning View area was consistent with EF1 to EF2 damage to near the Campbell County line, where the tornado lifted at 1632 EST after traveling 8.52 miles in Kenton County. Based on the damage surveyed, the maximum wind speed from this tornado while in Kenton County was estimated at 175 miles per hour. This storm produced an earlier tornado in southern Indiana. Debris, possibly from that tornado, was later observed falling from the sky across Boone County, Kentucky.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats. Isolated flooding also became possible due to the intense rainfall.",71
369380,CAMPBELL CO.,GRANTS LICK,03/02/2012,1639,Tornado, ,EF3,0,0,1000000,0,KY,EST-5, ,61698,C,37,ILN,0,0,NWS Storm Survey, ,2.68,440,2,SE,2,SSE,KOHLER,03/02/2012,1641,38.835,-84.353,38.8457,-84.3051,"The tornado initially touched down in south central Campbell County at 1639 EST near Peach Grove Road and crossed Fisher Road northwest of Peach Grove. The tornado then crossed into Pendleton County at 1641 EST after producing high end EF3 damage along Reid Ridge Road near the Campbell and Pendleton County line. The tornado then moved across Mays Road producing significant and widespread EF2 to low end EF3 damage. The tornado then crossed AA highway and eventually the Ohio River, after crossing Kentucky Highway 8. Based on the damage surveyed, the maximum wind speed of the tornado was estimated to be 160 miles per hour in Campbell County and 140 miles per hour in Pendleton County. The tornado traveled a total of 2.68 miles in Campbell County, and 4 miles in Pendleton County. The tornado then moved into Clermont County Ohio at 1646 EST, where it hit the town of Moscow, causing EF3 damage. The tornado continued on the ground across Clermont County, crossing into Brown County at 1658 EST. The tornado then lifted south of Hamersville in western Brown County at 1702 EST. This tornado caused extensive damage to structures and trees along its entire path on both sides of the Ohio River. Numerous homes were very heavily damaged or destroyed. Many homes lost their roofs, having complete exterior wall failure. Some modular homes were completely removed from their foundations, lifted, and thrown in excess of 100 yards where they were destroyed. The damage in Ohio from this tornado was consistent with maximum winds estimated at 160 miles per hour in Clermont County, and 100 miles per hour in Brown County. The tornado traveled a total of 11.04 miles in Clermont County, and 2.69 miles in Brown County.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats. Isolated flooding also became possible due to the intense rainfall.",72
369383,PENDLETON CO.,PEACH GROVE,03/02/2012,1641,Tornado, ,EF3,0,0,2000000,0,KY,EST-5, ,61698,C,191,ILN,0,0,NWS Storm Survey, ,4,440,2,NW,1,S,IVOR,03/02/2012,1646,38.8457,-84.3051,38.859,-84.2328,"The tornado initially touched down in south central Campbell County at 1639 EST near Peach Grove Road and crossed Fisher Road northwest of Peach Grove. The tornado then crossed into Pendleton County at 1641 EST after producing high end EF3 damage along Reid Ridge Road near the Campbell and Pendleton County line. The tornado then moved across Mays Road producing significant and widespread EF2 to low end EF3 damage. The tornado then crossed AA highway and eventually the Ohio River, after crossing Kentucky Highway 8. Based on the damage surveyed, the maximum wind speed of the tornado was estimated to be 160 miles per hour in Campbell County and 140 miles per hour in Pendleton County. The tornado traveled a total of 2.68 miles in Campbell County, and 4 miles in Pendleton County. The tornado moved into Clermont County Ohio at 1646 EST, where it hit the town of Moscow, causing EF3 damage. The tornado continued on the ground across Clermont County, crossing into Brown County at 1658 EST. The tornado then lifted south of Hamersville in western Brown County at 1702 EST. This tornado caused extensive damage to structures and trees along its entire path on both sides of the Ohio River. Numerous homes were very heavily damaged or destroyed. Many homes lost their roofs, having complete exterior wall failure. Some modular homes were completely removed from their foundations, lifted, and thrown in excess of 100 yards where they were destroyed. The damage in Ohio from this tornado was consistent with maximum winds estimated at 160 miles per hour in Clermont County, and 100 miles per hour in Brown County. The tornado traveled a total of 11.04 miles in Clermont County, and 2.69 miles in Brown County.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats. Isolated flooding also became possible due to the intense rainfall.",73
369352,BRACKEN CO.,BERLIN,03/02/2012,1702,Tornado, ,EF0,0,0,70000,0,KY,EST-5, ,61698,C,23,ILN,0,0,NWS Storm Survey, ,0.13,50,0,S,0,SSE,BERLIN,03/02/2012,1703,38.693,-84.17,38.694,-84.168,"The tornado touched down initially near Haley Ridge Road and lifted before crossing Willow Lennoxburg Road. The tornado destroyed a garage, snapped a power line pole, and caused heavy damage to a barn. Several two by fours from the barn were driven one to two feet into the ground. At the end of the tornadoes path, the damage consisted of numerous medium sized trees snapped. The damage associated with the barn showed evidence of rotation. Based on damage observed, the maximum wind speed of this tornado was estimated at 85 miles per hour.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats. Isolated flooding also became possible due to the intense rainfall.",74
368695,MENIFEE CO.,MARIBA,03/02/2012,1739,Tornado, ,EF3,2,30,2000000,0,KY,EST-5, ,61163,C,165,JKL,0,1,NWS Storm Survey, ,7.44,500,2,WSW,1,S,KOREA,03/02/2012,1745,37.905,-83.6146,37.9109,-83.4784,"A storm damage survey team from the National Weather Service Forecast Office in Jackson, Kentucky confirmed that an EF-3 tornado occurred in Menifee County on March 2, 2012. The tornado touched down on Tarr Ridge about 2 miles southwest of Mariba at 539 pm EST. The tornado then tracked east-northeast crossing highway 77 and causing extensive damage to several homes.  The most extensive damage in Menifee County occurred on Opossum Hollow Road, where several structures were destroyed including a brick house which was totally destroyed except for the basement.  The tornado crossed highway 460 just southeast of Wellington and continued into Morgan County.  Two fatalities occurred in Menifee County as a direct result of the tornado.  One other fatality occurred due to a fall down stairs in the clean-up effort following the tornado.","During the afternoon and evening hours of March 2nd, 2012, an historic tornado outbreak occurred in eastern Kentucky. Tornadoes struck Menifee, Morgan, Bath, Wolfe, Laurel, Johnson and Martin Counties causing a combined 16 deaths in those counties. The hardest hit areas were West Liberty in Morgan county, Salyersville in Magoffin county, and East Bernstadt in Laurel county. One of the strongest tornadoes in this outbreak, rated at EF-3 with winds estimated at 140 mph, caused extensive damage in Menifee and Morgan counties. This tornado killed 2 people in Menifee county and took an additional 6 lives in Morgan county. The town of West Liberty was particularly hard hit, with every building in the downtown area suffering some degree of damage. Several homes were swept off their foundations. ||A second EF-3 tornado touched down in extreme southeast Wolfe County and cut a path of damage across portions of Magoffin, Johnson, and Martin Counties. This twister was at its most intense strength in Magoffin and Johnson Counties, with winds estimated at 160 mph. This tornado caused catastrophic damage in parts of Salyersville. This second tornado killed 2 people in Johnson County. ||A third strong tornado caused extensive damage in and near the community of East Bernstadt in Laurel County. This tornado was rated at EF-2 and caused 6 fatalities. Most of these deaths occurred when several trailer homes were picked up and destroyed by the tornado. ||An EF-1 tornado was also confirmed in Bath County. This tornado caused extensive damage to trees, farm buildings and residences along its track. Fortunately, no deaths or injuries occurred as a result of this tornado. ||The storms that occurred on March 2nd also produced very large hail. Reports were received of hailstones as big as baseballs. Extensive damage to trees and structures due to thunderstorm wind gusts also occurred. To top it all off, the heavy rain produced by the large and powerful thunderstorms lead to flash flooding in several counties where tornadoes also occurred.",75
368706,MORGAN CO.,ARTVILLE,03/02/2012,1746,Tornado, ,EF3,6,80,75000000,0,KY,EST-5, ,61163,C,175,JKL,0,0,NWS Storm Survey, ,25.56,1580,1,SSW,2,NNW,RELIEF,03/02/2012,1810,37.9109,-83.4784,37.9739,-83.0162,"A storm damage survey team from the National Weather Service Forecast Office in Jackson, Kentucky confirmed that an EF-3 tornado tracked from Menifee County into Morgan County on March 2, 2012. The tornado entered Morgan County at around 546 pm EST, just to the northwest of Ezel, and tracked east-northeast making a direct hit on downtown West Liberty at around 558 pm EST. The tornado caused extensive damage to nearly every structure in town, including the 105 year old courthouse, the depression-era WPA building that houses the community center and the 100 year old West Liberty United Methodist and Christian churches. The tornado continued northeast from West Liberty through the remainder of Morgan County, causing extensive damage to numerous structures and downing thousands of trees with a consistent path width of 3/4 to 1 mile throughout the county.  Estimated peak winds in Morgan County were 140 mph. The tornado crossed into Lawrence county at 610 pm EST between Moon and Terryville.  Six fatalities occurred in Morgan county as a direct result of the tornado.","During the afternoon and evening hours of March 2nd, 2012, an historic tornado outbreak occurred in eastern Kentucky. Tornadoes struck Menifee, Morgan, Bath, Wolfe, Laurel, Johnson and Martin Counties causing a combined 16 deaths in those counties. The hardest hit areas were West Liberty in Morgan county, Salyersville in Magoffin county, and East Bernstadt in Laurel county. One of the strongest tornadoes in this outbreak, rated at EF-3 with winds estimated at 140 mph, caused extensive damage in Menifee and Morgan counties. This tornado killed 2 people in Menifee county and took an additional 6 lives in Morgan county. The town of West Liberty was particularly hard hit, with every building in the downtown area suffering some degree of damage. Several homes were swept off their foundations. ||A second EF-3 tornado touched down in extreme southeast Wolfe County and cut a path of damage across portions of Magoffin, Johnson, and Martin Counties. This twister was at its most intense strength in Magoffin and Johnson Counties, with winds estimated at 160 mph. This tornado caused catastrophic damage in parts of Salyersville. This second tornado killed 2 people in Johnson County. ||A third strong tornado caused extensive damage in and near the community of East Bernstadt in Laurel County. This tornado was rated at EF-2 and caused 6 fatalities. Most of these deaths occurred when several trailer homes were picked up and destroyed by the tornado. ||An EF-1 tornado was also confirmed in Bath County. This tornado caused extensive damage to trees, farm buildings and residences along its track. Fortunately, no deaths or injuries occurred as a result of this tornado. ||The storms that occurred on March 2nd also produced very large hail. Reports were received of hailstones as big as baseballs. Extensive damage to trees and structures due to thunderstorm wind gusts also occurred. To top it all off, the heavy rain produced by the large and powerful thunderstorms lead to flash flooding in several counties where tornadoes also occurred.",76
368666,BATH CO.,OWINGSVILLE,03/02/2012,1808,Tornado, ,EF1,0,0,775000,0,KY,EST-5, ,61163,C,11,JKL,0,0,NWS Storm Survey, ,7.4,250,1,SSW,1,NNE,POLKSVILLE,03/02/2012,1813,38.1367,-83.7781,38.1483,-83.6427,"A storm damage survey team from the National Weather Service Office in Jackson, Kentucky confirmed that an EF-1 tornado occurred in Bath County on March 2, 2012. The tornado touched down near the Bath County High School west southwest of Owingsville at 608 pm EST. The tornado had an intermittent path to the east northeast of approximately 7.5 miles in length. The tornado crossed Hwy 36 a mile or two south of Owingsville and then I-64 and Hwy 60 east of Owingsville causing damage to numerous trees, barn roofs, and residential structures along the way. The tornado lifted for the final time approximately 2.5 miles northwest of Salt Lick, Kentucky.","During the afternoon and evening hours of March 2nd, 2012, an historic tornado outbreak occurred in eastern Kentucky. Tornadoes struck Menifee, Morgan, Bath, Wolfe, Laurel, Johnson and Martin Counties causing a combined 16 deaths in those counties. The hardest hit areas were West Liberty in Morgan county, Salyersville in Magoffin county, and East Bernstadt in Laurel county. One of the strongest tornadoes in this outbreak, rated at EF-3 with winds estimated at 140 mph, caused extensive damage in Menifee and Morgan counties. This tornado killed 2 people in Menifee county and took an additional 6 lives in Morgan county. The town of West Liberty was particularly hard hit, with every building in the downtown area suffering some degree of damage. Several homes were swept off their foundations. ||A second EF-3 tornado touched down in extreme southeast Wolfe County and cut a path of damage across portions of Magoffin, Johnson, and Martin Counties. This twister was at its most intense strength in Magoffin and Johnson Counties, with winds estimated at 160 mph. This tornado caused catastrophic damage in parts of Salyersville. This second tornado killed 2 people in Johnson County. ||A third strong tornado caused extensive damage in and near the community of East Bernstadt in Laurel County. This tornado was rated at EF-2 and caused 6 fatalities. Most of these deaths occurred when several trailer homes were picked up and destroyed by the tornado. ||An EF-1 tornado was also confirmed in Bath County. This tornado caused extensive damage to trees, farm buildings and residences along its track. Fortunately, no deaths or injuries occurred as a result of this tornado. ||The storms that occurred on March 2nd also produced very large hail. Reports were received of hailstones as big as baseballs. Extensive damage to trees and structures due to thunderstorm wind gusts also occurred. To top it all off, the heavy rain produced by the large and powerful thunderstorms lead to flash flooding in several counties where tornadoes also occurred.",77
366013,LAWRENCE CO.,TERRYVILLE,03/02/2012,1810,Tornado, ,EF3,0,2,350000,0,KY,EST-5, ,61198,C,127,RLX,0,0,NWS Storm Survey, ,2.48,1200,2,WSW,1,NE,TERRYVILLE,03/02/2012,1813,37.974,-83.0155,37.9856,-82.9725,"The long track tornado clipped extreme southwestern Lawrence County, for a few miles around Terryville, before crossing briefly into Johnson County. ||Maximum wind gusts were estimated around 140 mph from damage to mobile homes.  Two residents were injured in this segment of the tornado.","A deepening low pressure system was lifting northeast out of central Illinois around midday on Friday, the 2nd.  It reached southern Michigan by evening.  By late afternoon its associated warm front had pulled north into central Ohio and into central West Virginia near Charleston.  This left eastern Kentucky in the warm sector.  Surface dew points increased into the upper 50s in eastern Kentucky and into the lower 60s across southern Kentucky during the late afternoon, ahead of the approaching cold front. ||Severe thunderstorms, including distinct supercells, moved into eastern Kentucky just before sunset.  One of those supercells produced an unusually long lived tornado that moved across Lawrence County.  This was the same storm that had hit West Liberty earlier. This tornado briefly crossed into Johnson County before reentering Lawrence County.  The tornado killed 2 people along Spencer Branch near Norris and the Left Fork of Little Blaine Creek.  After hitting the Chapman and Gallup vicinity, the tornado crossed the Tug Fork River into Wayne County, West Virginia near Glenhayes. ||Another tornado with a long track, stayed south of Lawrence County, affecting Johnson and Martin Counties before ending just across the West Virginia border in Mingo County.  This was the same tornado that had hit the Salyersville vicinity earlier.||Large hail also was a major contributor to the damage totals in Lawrence County.  One used car lot near Louisa had several vehicles damaged. ||This event was just 2 days after another warm front, followed by a cold front, had triggered severe weather in northeast Kentucky.||This was the first recorded tornado within Lawrence County.  President Barack Obama included Lawrence County in the federal disaster in Kentucky.  Over 20 other Kentucky counties were also affected.  See FEMA disaster number 4057 for more details.",78
370312,JOHNSON CO.,KEATON,03/02/2012,1813,Tornado, ,EF1,0,0,25000,0,KY,EST-5, ,61163,C,115,JKL,0,0,NWS Storm Survey, ,2.9,1312,0,NNW,2,NNE,BARNROCK,03/02/2012,1818,37.9856,-82.9725,37.9921,-82.9198,"A storm damage survey conducted by the National Weather Service Office in Jackson, Kentucky indicated a tornado continued from Lawrence County into the extreme northwest tip of Johnson County on March 2, 2012.  This damage represents a continuation of the track of a tornado which devastated the town of West Liberty, KY.  The tornado entered the extreme northwest tip of Johnson county just west of the Keaton area around 613 pm EST. The tornado continued to track northeast straddling the Johnson/Lawrence County line until passing entirely back into Lawrence County between the Keaton and Martha communities at around 618 pm EST.  Damage in extreme northwest Johnson county was consistent with an EF-1 tornado and included roof damage to several structures and numerous downed trees.  This tornado continued through Lawrence County, Kentucky and into Wayne and Lincoln Counties in West Virginia.","During the afternoon and evening hours of March 2nd, 2012, an historic tornado outbreak occurred in eastern Kentucky. Tornadoes struck Menifee, Morgan, Bath, Wolfe, Laurel, Johnson and Martin Counties causing a combined 16 deaths in those counties. The hardest hit areas were West Liberty in Morgan county, Salyersville in Magoffin county, and East Bernstadt in Laurel county. One of the strongest tornadoes in this outbreak, rated at EF-3 with winds estimated at 140 mph, caused extensive damage in Menifee and Morgan counties. This tornado killed 2 people in Menifee county and took an additional 6 lives in Morgan county. The town of West Liberty was particularly hard hit, with every building in the downtown area suffering some degree of damage. Several homes were swept off their foundations. ||A second EF-3 tornado touched down in extreme southeast Wolfe County and cut a path of damage across portions of Magoffin, Johnson, and Martin Counties. This twister was at its most intense strength in Magoffin and Johnson Counties, with winds estimated at 160 mph. This tornado caused catastrophic damage in parts of Salyersville. This second tornado killed 2 people in Johnson County. ||A third strong tornado caused extensive damage in and near the community of East Bernstadt in Laurel County. This tornado was rated at EF-2 and caused 6 fatalities. Most of these deaths occurred when several trailer homes were picked up and destroyed by the tornado. ||An EF-1 tornado was also confirmed in Bath County. This tornado caused extensive damage to trees, farm buildings and residences along its track. Fortunately, no deaths or injuries occurred as a result of this tornado. ||The storms that occurred on March 2nd also produced very large hail. Reports were received of hailstones as big as baseballs. Extensive damage to trees and structures due to thunderstorm wind gusts also occurred. To top it all off, the heavy rain produced by the large and powerful thunderstorms lead to flash flooding in several counties where tornadoes also occurred.",79
366020,LAWRENCE CO.,MARTHA,03/02/2012,1818,Tornado, ,EF3,2,6,2000000,0,KY,EST-5, ,61198,C,127,RLX,0,0,NWS Storm Survey, ,21.12,300,1,S,2,E,SUMMIT,03/02/2012,1838,37.9921,-82.9198,38.0334,-82.5354,"The long tracked tornado reentered Lawrence County south of Blaine.  The track moved near the Left Fork of Little Blaine Creek then across the Levisa Fork around the Chapman vicinity.  The tornado exited into Wayne County, West Virginia, just north of Clifford, near the Donithon Branch vicinity.||A double wide mobile home along Spencer Branch was lifted off its cinder block foundation and slammed into the adjacent hillside.  Rescue workers extricated 3 people including an elderly couple and a 14 year old girl.  The 65 year old grandmother and the 14 year old girl were killed.  The 75 year old grandfather was seriously injured but survived. Two other juvenile occupants of the house escaped without injury.   A neighbor in another damaged house was also injured with a broken leg.  In the Chapman vicinity, a family of 4 took shelter in their bathtub.  The house was destroyed, but they survived.  ||Maximum wind gusts of 140 to 150 mph were estimated near Clifford.||Damage assessment in the county included 30 homes destroyed. Another 9 homes had major damage.  Over 200 people were approved for individual assistance or housing assistance from FEMA.  Over $300,000 was used on debris cleanup and road repairs. The Blaine community building was also damaged.","A deepening low pressure system was lifting northeast out of central Illinois around midday on Friday, the 2nd.  It reached southern Michigan by evening.  By late afternoon its associated warm front had pulled north into central Ohio and into central West Virginia near Charleston.  This left eastern Kentucky in the warm sector.  Surface dew points increased into the upper 50s in eastern Kentucky and into the lower 60s across southern Kentucky during the late afternoon, ahead of the approaching cold front. ||Severe thunderstorms, including distinct supercells, moved into eastern Kentucky just before sunset.  One of those supercells produced an unusually long lived tornado that moved across Lawrence County.  This was the same storm that had hit West Liberty earlier. This tornado briefly crossed into Johnson County before reentering Lawrence County.  The tornado killed 2 people along Spencer Branch near Norris and the Left Fork of Little Blaine Creek.  After hitting the Chapman and Gallup vicinity, the tornado crossed the Tug Fork River into Wayne County, West Virginia near Glenhayes. ||Another tornado with a long track, stayed south of Lawrence County, affecting Johnson and Martin Counties before ending just across the West Virginia border in Mingo County.  This was the same tornado that had hit the Salyersville vicinity earlier.||Large hail also was a major contributor to the damage totals in Lawrence County.  One used car lot near Louisa had several vehicles damaged. ||This event was just 2 days after another warm front, followed by a cold front, had triggered severe weather in northeast Kentucky.||This was the first recorded tornado within Lawrence County.  President Barack Obama included Lawrence County in the federal disaster in Kentucky.  Over 20 other Kentucky counties were also affected.  See FEMA disaster number 4057 for more details.",80
